Site ID,Current Site Name,Line1 Address,Comu ,Site Municipality,Zip Code ,Contamination
63728,BEGGS & COBB CORP,22 JOHNSON ST,0714,Newark City,07101    ,EPA Removal Action Complete
386710,BEGINNINGS CHRISTIAN PRESCHOOL PROPOSED,1605 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,LSRP Oversight
92002,BEIFUS MOTORS INC,1 17 S ORANGE AVE,0719,South Orange Village Twp,07079    ,RAO-A (Restricted Use)
41370,BEIRA AUTO SALES FORMER,713 733 MCCARTER HWY,0714,Newark City,07107    ,LSRP Oversight
14011,BELL CONTAINER CORP,615 FERRY ST,0714,Newark City,07105    ,LSRP Oversight
415415,BELLEVILLE AVENUE & DAVEY STREET GROUNDWATER CONTAMINATION,63 75 BELLEVILLE AVE,0702,Bloomfield Twp,07003    ,Known
9213,BELLEVILLE AVENUE SERVICE STATION,75 BELLEVILLE AVE,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
78777,BELLEVILLE BUSINESS CENTER,39 60 MONTGOMERY ST,0701,Belleville Twp,07109    ,LSRP Oversight
40716,BELLEVILLE IND CENTER,681 MAIN ST,0701,Belleville Twp,07109    ,LSRP Oversight
360187,BELLEVILLE RECREATION DEPART,407 JORALEMON ST,0701,Belleville Twp,07109    ,CCF Approved
9236,BELLEVILLE TWP BD OF ED BELLEVILLE HIGH SCHOOL,100 PASSAIC AVE,0701,Belleville Twp,07109    ,Suspected
9347,BELLEVILLE TWP BD OF ED SCHOOL #1,190 CORTLANDT ST,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
9240,BELLEVILLE TWP BD OF ED SCHOOL #4,24 32 MAGNOLIA ST,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
9336,BELLEVILLE TWP DPW,560 CORTLANDT ST,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
9339,BELLEVILLE TWP FIRE DEPT FRANKLIN STATION,275 FRANKLIN AVE,0701,Belleville Twp,07109    ,LSRP Oversight
9252,BELLEVILLE TWP FIRE DEPT WASHINGTON STATION,434 WASHINGTON AVE,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
72044,BELLEVILLE WIRE CLOTH CO,135 LITTLE ST,0701,Belleville Twp,07109    ,LSRP Oversight
515641,BELLEVUE AVENUE & VALLEY ROAD GROUNDWATER CONTAMINATION,BELLEVUE AVE & VALLEY RD,0713,Montclair Twp,07043    ,Known
65143,BELLEVUE THEATER,260 BELLEVUE AVE,0713,Montclair Twp,07042    ,Suspected
18237,BENAFATTO CONSTRUCTION CO,14 PLOG RD,0707,Fairfield Twp,07004    ,RAO-A (Unrestricted Use)
14935,BENJAMIN MOORE PAINT CO,134 LISTER AVE,0714,Newark City,07105    ,Suspected
33582,BERGEN CABLE TECHNOLOGY INC,343 KAPLAN DR,0707,Fairfield Twp,07006    ,RAO-ISRA Entire Site (Unrestricted Use)
67983,BERGEN MACHINE & TOOL CO INC,85 PARK AVE,0716,Nutley Twp,07110    ,LSRP Oversight
436140,BERGEN STEEL FABRICATORS INC,9 RAY PL,0707,Fairfield Twp,07004    ,LSRP Oversight
14008,BERLISS BEARING CO,644 MT PLEASANT AVE W,0710,Livingston Twp,08000    ,LSRP Oversight
42151,BERMUDEZ AUTO BODY,15 ROOSEVELT AVE,0701,Belleville Twp,07109    ,Suspected
8807,BERNIES EXXON SERVICE STATION #30559,132 136 MILLBURN AVE,0712,Millburn Twp,07041    ,Verified Unknown Source
448338,BERTLETT DAIRY,337 341 BADGER AVE,0714,Newark City,07108    ,RAO-Entire Site (Unrestricted Use)
63736,BESSEMER PROCESSING CO INC,133 135 HAYNES AVE,0714,Newark City,07199    ,LSRP Oversight
31006,BEST PLATING & POLISHING CO INC,443 10TH ST S,0714,Newark City,07103    ,LSRP Oversight
19140,BEST PROVISIONS HOLDCO,144 AVON AVE,0714,Newark City,07108    ,LSRP Oversight
360188,BETHANY CHRISTIAN ACADEMY,74 HARTFORD ST,0714,Newark City,07103    ,LSRP Oversight
257535,BETH EL NURSERY SCHOOL,222 IRVINGTON AVE,0719,South Orange Village Twp,07079    ,Suspected
360189,BETH EPHRAIM PRESCHOOL,120 PARKER AVE,0711,Maplewood Twp,07040    ,CCF Approved
360349,BETHESDA INTERNATIONAL MINESTRY,246 248 250 S 19TH ST,0714,Newark City,07103    ,Suspected
9086,B&F AUTO SERVICE & EXXON SERVICE STATION,30 PARK AVE,0705,East Orange City,08017    ,LSRP Oversight
14927,BIERMAN EVERETT FOUNDRY CO,133 S 20TH ST,0709,Irvington Twp,07111    ,RAO-Entire Site (Unrestricted Use)
366802,BIET & SON TRUCK ELECTRIC,251 PARKHURST ST,0714,Newark City,07105    ,Known
8409,BIGELOW AUTO BODY ZEKE INC,798 800 BERGEN ST,0714,Newark City,071081804,Known
376705,BILINGUAL BUDS,200 MT PLEASANT AVE W,0710,Livingston Twp,07039    ,LSRP Oversight
15724,BILLA MANAGEMENT INC SERVICE STATION,499 509 FRELINGHUYSEN AVE,0714,Newark City,07102    ,LSRP Oversight
45435,BILL HENSLEY SERVICE STATION,753 765 SANDFORD AVE,0714,Newark City,07106    ,LSRP Oversight
257097,BINDERY ABBY,63 67 BLANCHARD ST,0714,Newark City,07105    ,RAO-Entire Site (Restricted Use)
53578,BISRATE GEBRIEL ETHIOPIAN ORTHODOX TEWAHEDO CHURCH,1046 S ORANGE AVE,0714,Newark City,07106    ,RAO-A (Unrestricted Use)
556075,BLACK ROCK REALTY ,175 181 CHRISTIE ST,0714,Newark City,07105    ,LSRP Oversight
744841,BLDG @ 98 WASHINGTON AVE,98 WASHINGTON AVE,0701,Belleville Twp,07109    ,RAO-Child Care Facility (Unrestricted Use)
360176,BLESSED HOPE DAY CARE CENTER,237 SCOTLAND RD,0717,Orange City Twp,07050    ,Known
55495,BLOCK & ROSE WAREHOUSE CORP,258 272 SHERMAN AVE,0714,Newark City,07114    ,LSRP Oversight
753754,BLONNIES EARLY LEARNING ACADEMY PROPOSED,768 772 BERGEN ST,0714,Newark City,07112    ,RAO-Child Care Facility (Unrestricted Use)
8781,BLOOM AVENUE GAS SERVICE STATION,264 BLOOMFIELD AVE,0713,Montclair Twp,07042    ,LSRP Oversight
569927,BLOOMFIELD AVENUE,BLOOMFIELD AVE,0713,Montclair Twp,07042    ,LSRP Oversight
658935,BLOOMFIELD AVENUE GROUND WATER CONTAMINATION,BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,Known
657913,BLOOMFIELD AVENUE & GROVE STREET GROUND WATER CONTAMINATION,BLOOMFIELD AVE & GROVE ST ,0702,Bloomfield Twp,07003    ,Known
673150,BLOOMFIELD AVENUE & NORTH 17TH STREET GROUNDWATER CONTAMINATION,BLOOMFIELD AVE & N 17TH ST,0702,Bloomfield Twp,07003    ,Known
660139,BLOOMFIELD AVENUE & ORANGE ROAD GROUND WATER CONTAMINATION,BLOOMFIELD AVE & ORANGE RD,0713,Montclair Twp,07042    ,Known
478669,BLOOMFIELD AVENUE & ROCKLAND TERRACE GROUNDWATER CONTAMINATION,BLOOMFIELD AVE & ROCKLAND TER,0720,Verona Twp,07044    ,Known
614855,BLOOMFIELD CORD TOWNHOMES PROPOSED,13 17 LAWRENCE ST,0702,Bloomfield Twp,07017    ,Known
63840,BLOOMFIELD METAL FABRICATORS,40 PIER LN W,0707,Fairfield Twp,07006    ,LSRP Oversight
479756,BLOOMFIELD PLAZA ,107 135 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,Verified Unknown Source
58052,BLOOMFIELD PRESBYTERIAN CHURCH ON THE GREEN,147 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-Child Care Facility (Unrestricted Use)
59743,BLOOMFIELD ROYAL THEATER,616 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,LSRP Oversight
46661,BLOOMFIELD TWP BD OF ED ADMIN BUILDING,155 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
46650,BLOOMFIELD TWP BD OF ED BERKELEY SCHOOL,351 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
46651,BLOOMFIELD TWP BD OF ED BROOKDALE SCHOOL,1230 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
46660,BLOOMFIELD TWP BD OF ED BUILDING SERVICE CENTER,70 PILCH ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
46652,BLOOMFIELD TWP BD OF ED CARTERET SCHOOL,158 GROVE ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
46653,BLOOMFIELD TWP BD OF ED DEMAREST SCHOOL,465 BROUGHTON AVE,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
46654,BLOOMFIELD TWP BD OF ED FAIRVIEW SCHOOL,376 BERKELEY AVE,0702,Bloomfield Twp,07003    ,LSRP Oversight
46656,BLOOMFIELD TWP BD OF ED FRANKLIN SCHOOL,85 CURTIS ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
46658,BLOOMFIELD TWP BD OF ED MIDDLE SCHOOL,60 HUCK RD,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
9187,BLOOMFIELD TWP BD OF ED OAK VIEW SCHOOL,150 GARRABRANT AVE,0702,Bloomfield Twp,07003    ,LSRP Oversight
9210,BLOOMFIELD TWP BD OF ED SR HIGH SCHOOL,160 BROAD ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
46657,BLOOMFIELD TWP BD OF ED WATSESSING SCHOOL,71 PROSPECT ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
46218,BLOOMFIELD TWP DPW,230 GROVE ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
464258,BLOOMFIELD TWP FELTON FIELD,FLOYD AVE,0702,Bloomfield Twp,07003    ,LSRP Oversight
46213,BLOOMFIELD TWP FIRE DEPT HQTRS,375 FRANKLIN ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
16228,BLOOMFIELD TWP FIRE DEPT STATION #4,1223 1231 BROAD ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
64119,BLOOMFIELD TWP GROUNDWATER CONTAMINATION,ALVA ST,0702,Bloomfield Twp,07003    ,Known
459044,BLOOMFIELD TWP PARKING LOT #2,390 FRANKLIN ST,0702,Bloomfield Twp,07003    ,RAO-Entire Site (Unrestricted Use)
9183,BLOOMFIELD TWP SR CITIZENS HOUSING FELICITY TOWERS,100 LLEWELLYN AVE,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
380410,BLOOMFIELD TWP UPPER MEMORIAL PARK,75 SPRING ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
9219,BLOOMFIELD VALERO SERVICE STATION,630 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
229755,BLUE LIFE KARATE CENTER,487 VALLEY ST,0711,Maplewood Twp,07040    ,Suspected
64166,B&M COPY & PRINT CO,593 MARTIN LUTHER KING BLVD,0705,East Orange City,07018    ,Suspected
153064,BNAI SHALOM JEWISH CENTER OF WEST ORANGE,300 PLEASANT VALLEY WAY,0722,West Orange Twp,07052    ,LSRP Oversight
8643,BOASSO AMERICA CORP,80 DOREMUS AVE,0714,Newark City,071040200,LSRP Oversight
650902,BOBBIES PLAYHOUSE,68 VOSE AVE,0719,South Orange Village Twp,07079    ,LSRP Oversight
381418,BOBS AUTO CLINIC INC,942 FRELINGHUYSEN AVE,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
14898,BOBST GROUP INC,146 HARRISON AVE,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
65801,BOCER ASSOC COMMERCIAL BUILDING,54 62 HOUSTON ST,0714,Newark City,07101    ,RAO-Entire Site (Unrestricted Use)
8152,BOGUSH INC @ WEST CALDWELL IND VILLAGE,12 FAIRFIELD CRESCENT,0721,West Caldwell Twp,07064    ,Suspected
14015,BOND ADHESIVES CO,301 FRELINGHUYSEN AVE,0714,Newark City,07114    ,Suspected
74351,BORDANARO & SONS,69 CORTLANDT ST,0701,Belleville Twp,07109    ,RAO-Entire Site (Unrestricted Use)
412941,BOULEVARD WEST APARTMENTS,220 IRVINE TURNER BLVD,0714,Newark City,07108    ,RAO-A (Restricted Use)
360241,BOWSER EDWARD T,179 205 IRVINE TURNER BLVD,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
630996,BOYDEN AVENUE GROUND WATER CONTAMINATION,BOYDEN AVE,0711,Maplewood Twp,07040    ,Known
75549,BOYD STREET & 17TH AVENUE,BOYD ST & 17TH AVE,0714,Newark City,07105    ,LSRP Oversight
19684,BOYKO METAL FINISHING CO INC,85 87 POINIER ST,0714,Newark City,07101    ,Suspected
73540,BOYKOS METAL FINISHING CO INC,96 98 POINIER ST,0714,Newark City,07105    ,Suspected
74895,BOYLAN RECREATION CENTER,922 S ORANGE AVE,0714,Newark City,07105    ,Known
376706,BOYS & GIRLS CLUB OF NEWARK 1ST AVENUE SCHOOL,214 1ST AVE,0714,Newark City,07107    ,CCF Approved
533976,BOYS & GIRLS CLUB OF NEWARK DENTAL CLINIC,1 37 AVON AVE,0714,Newark City,07102    ,LSRP Oversight
14237,BP MARINE AMERICAS,350 COASTAL ST,0714,Newark City,07114    ,LSRP Oversight
65897,BPOE ELKS LODGE IRVINGTON ,875 SANFORD AVE,0709,Irvington Twp,07111    ,Suspected
8444,BP SERVICE STATION #10161,312 WALNUT ST,0714,Newark City,07105    ,LSRP Oversight
8864,BP SERVICE STATION #1511,395 W NORTHFIELD RD,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
389491,BP SERVICE STATION #16097005,376 BELLEVILLE AVE,0701,Belleville Twp,07109    ,LSRP Oversight
543990,BP SERVICE STATION #16388 FORMER,211 CENTRAL AVE,0717,Orange City Twp,070503406,LSRP Oversight
95783,BP SERVICE STATION #16854,263 269 HELLER PKWY,0714,Newark City,07107    ,RAO-A (Limited Restricted Use)
8973,BP SERVICE STATION #17269,650 RT 46,0707,Fairfield Twp,07004    ,RAO-A (Limited Restricted Use)
8983,BP SERVICE STATION #64564,6 RT 46,0707,Fairfield Twp,07006    ,LSRP Oversight
8114,BP SERVICE STATION #84858,83 85 MAIN ST,0722,West Orange Twp,07052    ,LSRP Oversight
8868,BP SERVICE STATION #95679,124 MT PLEASANT AVE W,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
8108,BP SERVICE STATION #95704,585 NORTHFIELD AVE,0722,West Orange Twp,07052    ,RAO-A (Limited Restricted Use)
586885,BRACEBRIDGE PARKING LOT,346 360 UNIVERSITY AVE,0714,Newark City,07102    ,LSRP Oversight
20482,BRADFORD UTILITIES MANUFACTURING CORP,180 COIT ST,0709,Irvington Twp,07111    ,Known
8703,BRANCH BROOK AMOCO SERVICE STATION,318 320 BLOOMFIELD AVE,0714,Newark City,07107    ,LSRP Oversight
221747,BRANTLEY BROTHERS MOVING & STORAGE CO INC,168 ELIZABETH AVE,0714,Newark City,07108    ,RAO-A (Limited Restricted Use)
54202,BRAUN REALTY,228 BURNETT AVE,0711,Maplewood Twp,07040    ,Suspected
181747,BRENDAN GROUP,194 12TH AVE,0714,Newark City,07103    ,Known
596905,BRICK CHURCH PLAZA,533 DR MARTIN LUTHER KING JR BLVD,0705,East Orange City,07018    ,LSRP Oversight
28671,BRIGHTER TOMORROWS CHILDRENS,578 582 MARKET ST,0714,Newark City,07105    ,CCF Approved
360193,BRIGHTER TOMORROWS CHILDRENS ACADEMY & ENRICHMENT CENTER,796 S ORANGE AVE,0714,Newark City,07106    ,CCF Approved
587026,BRIGHT STARS ACADEMY NEWARK,897 899 18TH AVE,0714,Newark City,07106    ,RAO-A (Unrestricted Use)
520725,BRIGHT START EARLY LEARNING CENTER,28 LIVINGSTON AVE,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
64216,BROAD STREET & HARVEY STREET,BROAD ST & HARVEY ST,0714,Newark City,07118    ,Suspected
435905,BROADWAY BROAD RETAIL & COMMUNITY CENTER,43 47 BROADWAY,0714,Newark City,07104    ,RAO-A (Limited Restricted Use)
607250,BROADWAY & KANE STREET GROUND WATER CONTAMINATION,BROADWAY & KANE ST,0714,Newark City,07112    ,Known
360194,BROADWAY MINI MALL HEAD START,712 BROADWAY,0714,Newark City,07104    ,CCF Approved
44969,BROADWAY PHOTO INC,777 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,No SRP Oversight Required
63623,BROCKWAY STANDARD INC,16 DANIEL RD E,0707,Fairfield Twp,07006    ,LSRP Oversight
424501,BRODY NEWARK CORP,340 406 AVE P,0714,Newark City,07105    ,Known
31674,BROOKDALE BAPTIST CHURCH & CHRISTIAN SCH,1350 1370 BROAD ST,0702,Bloomfield Twp,07003    ,Suspected
9053,BROOKWOOD GULF SERVICE STATION,205 SANFORD ST,0705,East Orange City,07018    ,LSRP Oversight
38560,BROWNING FERRIS INDUSTRIES,54 MONTESANO RD,0707,Fairfield Twp,07004    ,Completed-Area of Concern Limited Restricted Use
51513,BROWN JOHN & CLARK ELEANOR,575 577 SANDFORD AVE,0714,Newark City,07106    ,No SRP Oversight Required
84683,BROWNS MACHINE & TOOL CO INC,128 PASSAIC AVE,0710,Livingston Twp,07039    ,Suspected
65670,BRUCE STREET GARDEN APARTMENTS,35 61 12TH AVE,0714,Newark City,07101    ,RAO-Entire Site (Unrestricted Use)
54544,BRUNOS AUTO CENTER,259 263 STUYVESANT AVE,0714,Newark City,07108    ,LSRP Oversight
15751,BUCKEYE NEWARK TERMINAL,1111 DELANCEY ST,0714,Newark City,07105    ,RAO-A (Restricted Use)
86693,BUILDING 157 @ NEWARK LIBERTY INTNL AIRPORT,BLDG 154,0714,Newark City,07114    ,RAO-A (Limited Restricted Use)
9335,BUILDING 23 @ BELLEVILLE IND CENTER,681 MAIN ST,0701,Belleville Twp,07109    ,LSRP Oversight
184227,BUILDING 27 @ BELLEVILLE IND CENTER,681 MAIN ST,0701,Belleville Twp,07109    ,RAO-ISRA Leasehold (Unrestricted Use)
8385,BUILDING 28 @ NEWARK LIBERTY INTNL AIRPORT,BLDG 28,0714,Newark City,07114    ,LSRP Oversight
81880,BUILDING 333 A&B @ FAIRFIELD BUSINESS CENTER,333 RT 46,0707,Fairfield Twp,07006    ,RAO-A (Unrestricted Use)
84509,BUILDING 373 D&E @ FAIRFIELD BUSINESS CENTER,373 RT 46,0707,Fairfield Twp,07006    ,RAO-A (Unrestricted Use)
18639,BUILDING 39 @ BELLVILLE IND CENTER,681 MAIN ST,0701,Belleville Twp,07109    ,LSRP Oversight
665202,BUILDING 64 @ BELLEVILLE IND CENTER,681 MAIN ST,0701,Belleville Twp,07109    ,RAO-ISRA Leasehold (Unrestricted Use)
8389,BUILDING 75 @ NEWARK LIBERTY INTNL AIRPORT,BLDG 75 NORTH TERMINAL,0714,Newark City,07114    ,Suspected
371647,BUILDING BLOCKS DAY CARE PROPOSED,1211 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,LSRP Oversight
376707,BUILDING BLOCKS UNIVERSITY EARLY CHILDHOOD @ LACKAWANNA PLAZA,20 LACKAWANNA PLAZA,0713,Montclair Twp,07042    ,CCF Approved
628483,BUILDING BLOCKS UNIVERSITY LEARNING CENTER,1230 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,No SRP Oversight Required
42602,BUONOPANE SERVICE STATION,924 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
436674,BURCH CHARTER SCHOOL OF EXCELLENCE,100 LINDEN AVE,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
29433,BUSH TANK FABRICATORS INC,214 222 THOMAS ST,0714,Newark City,07114    ,LSRP Oversight
31270,BUZZING BEES ACADEMY,31 3RD ST,0719,South Orange Village Twp,07079    ,LSRP Oversight
742973,BXX CLEANERS & DYERS FORMER COLOCATION,SUMMER AVE,0714,Newark City,07104    ,Suspected
22260,BYRNE LABORATORIES INC,226 228 SHERMAN AVE,0714,Newark City,07114    ,LSRP Oversight
65881,CABANA CLUB,609 EAGLE ROCK AVE,0722,West Orange Twp,07052    ,Suspected
32984,CABEZAS SERVICE CENTER,364 374 BROADWAY,0714,Newark City,07208    ,LSRP Oversight
50083,CALDWELL BORO MUNICIPAL BUILDING,1 PROVOST SQUARE ,0703,Caldwell Boro,07006    ,LSRP Oversight
9153,CALDWELL SERVICE STATION,450 BLOOMFIELD AVE,0703,Caldwell Boro,07006    ,RAO-A (Unrestricted Use)
9151,CALDWELL SUNOCO SERVICE STATION,250 BLOOMFIELD AVE,0703,Caldwell Boro,07006    ,RAO-A (Unrestricted Use)
15726,CALDWELL TRUCKING CO INC,222 PASSAIC AVE,0707,Fairfield Twp,07006    ,Known
8135,CALDWELL WEST SERVICE STATION,803 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-A (Limited Restricted Use)
9117,CALIBER COLLISION CENTERS OF CEDAR GROVE #4115,1416 POMPTON AVE,0704,Cedar Grove Twp,07009    ,RAO-A (Unrestricted Use)
15002,CALPINE NEWARK,35 BLANCHARD ST,0714,Newark City,07105    ,Known
65548,CALVARY LUTHERN CHURCH,23 S PROSPECT ST,0720,Verona Twp,07044    ,Suspected
73363,CAMDEN STREET,CAMDEN ST,0714,Newark City,07105    ,Suspected
64995,CAMP LANE WELL CONTAMINATION,CAMP LN,0707,Fairfield Twp,07006    ,No SRP Oversight Required
8239,CAMPUS EXXON SERVICE STATION,644 S CENTER ST,0717,Orange City Twp,07050    ,LSRP Oversight
376708,CANAA DAY CARE CENTER,205 THOMAS ST,0714,Newark City,07114    ,CCF Approved
39484,CANRAD HANOVIA INC,100 CHESTNUT ST,0714,Newark City,07105    ,LSRP Oversight
19251,CAPORASO SALES CORP INC,144 EMMET ST,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
42795,CAPRA BROTHERS TRUCKING,9 AVE B,0714,Newark City,07114    ,LSRP Oversight
500372,CAPRIO CLEANERS,30 1ST AVE,0702,Bloomfield Twp,07003    ,Suspected
9136,CARGILLE R P LABORATORIES INC,55 COMMERCE RD,0704,Cedar Grove Twp,07009    ,RAO-Entire Site (Restricted Use)
8472,CARLOS AUTO ELECTRIC INC,370 SOUTH ST,0714,Newark City,07105    ,LSRP Oversight
45012,CARLOS AUTO REPAIR INC,387 SPRINGDALE AVE,0705,East Orange City,07017    ,LSRP Oversight
360196,CARLOTTAS KIDS #2,239 FREEWAY DR E,0705,East Orange City,07018    ,LSRP Oversight
8334,CARMEL TOWERS,440 ELIZABETH AVE,0714,Newark City,07112    ,CCF Approved
27952,CARNEVALES SERVICE CENTER #1213,710 BLOOMFIELD AVE,0720,Verona Twp,07044    ,RAO-A (Limited Restricted Use)
8870,CARNEVLE GULF SERVICE CENTER,625 S LIVINGSTON AVE,0710,Livingston Twp,07039    ,LSRP Oversight
520167,CARROLL NEWARK,120 132 16TH AVE,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
19766,CARTRIDGE ACTUATED DEVICES INC,123 CLINTON RD,0707,Fairfield Twp,07006    ,LSRP Oversight
433340,CATAPULT LEARNING SPEEDWAY PROPOSED,725 735 S ORANGE AVE,0714,Newark City,07103    ,CCF Approved
423810,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF NEWARK,590 N 7TH ST,0714,Newark City,07107    ,RAO-Child Care Facility (Unrestricted Use)
65228,CATHOLIC COMMUNITY SERVICES,20 36 BRIDGE ST,0714,Newark City,07114    ,Suspected
20469,CB KAUPP & SONS INC,6 10 NEWARK WAY,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
42155,CBK MAINTENANCE INC,139 MILLBURN AVE,0712,Millburn Twp,07041    ,RAO-A (Unrestricted Use)
629811,C&C USED AUTO PARTS,225 PARKHURST ST,0714,Newark City,07114    ,Known
14913,CDI DISPERSIONS @ HAYNES MGNT PROPERTY,27 63 HAYNES AVE,0714,Newark City,071142042,LSRP Oversight
699038,CDN @ 310 AVENUE P OF NEWARK,310 336 AVE P,0714,Newark City,07105    ,LSRP Oversight
623477,CDN/GATEWAY II SOUTH ORANGE,10 CHURCH ST,0719,South Orange Village Twp,07079    ,LSRP Oversight
709595,CDN PSE&G POLE #19586 @ CHANCELLOR AVENUE OF NEWARK,100 CHANCELLOR AVE,0714,Newark City,07112    ,RAO-A (Unrestricted Use)
709596,CDN PSE&G VAULT #30181 @ 353 MORRIS AVENUE OF NEWARK,353 MORRIS AVE,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
48147,CEDAR GROVE TWP BD OF ED HIGH SCHOOL,90 RUGBY RD,0704,Cedar Grove Twp,07009    ,RAO-A (Unrestricted Use)
48148,CEDAR GROVE TWP BD OF ED LEONARD PARKS SCHOOL,520 POMPTON AVE,0704,Cedar Grove Twp,07009    ,LSRP Oversight
9129,CEDAR GROVE TWP BD OF ED SOUTH END SCHOOL,116 HARPER TER,0704,Cedar Grove Twp,07009    ,RAO-A (Unrestricted Use)
65028,CEDAR GROVE TWP COMPOST,RIDGE RD,0704,Cedar Grove Twp,07009    ,Suspected
64109,CEDAR GROVE TWP GROUNDWATER CONTAMINATION,LITTLE FALLS RD,0704,Cedar Grove Twp,07009    ,Known
360197,CELEBRATION OF LIFE DAY CARE CENTER,72 MAPLE AVE,0713,Montclair Twp,07042    ,CCF Approved
145887,CELEBRITY URBAN DEVELOPMENT,250 TREMONT AVE,0705,East Orange City,07018    ,Suspected
63624,CELLOFILM CORP,45 45 CORNELIA ST,0714,Newark City,07101    ,No SRP Oversight Required
221829,CENTER CITY HOUSING 9C,46 50 KINNEY ST,0714,Newark City,07102    ,RAO-A (Unrestricted Use)
397861,CENTER CLEANERS,212 214 N LIVINGSTON AVE,0710,Livingston Twp,07039    ,Known
745250,CENTER PLAYGROUND,Civic Square,0709,Irvington Twp,07111    ,LSRP Oversight
14238,CENTER POINT TERMINAL NEWARK,678 DOREMUS AVE,0714,Newark City,07105    ,LSRP Oversight
8665,CENTRAL AUTO BODY INC,274 CENTRAL AVE,0714,Newark City,07103    ,RAO-A (Restricted Use)
632713,CENTRAL AVENUE & 2ND STREET GROUND WATER CONTAMINATION,CENTRAL AVE & 2ND ST ,0714,Newark City,07103    ,Known
619100,CENTRAL AVENUE & COLDEN STREET GW CONTAMINATION,CENTRAL AVE & COLDEN ST,0714,Newark City,07102    ,Known
48387,CENTRAL GULF SERVICE STATION,415 CENTRAL AVE,0705,East Orange City,07017    ,LSRP Oversight
42930,CENTRAL OLDSMOBILE INC,352 CENTRAL AVE,0705,East Orange City,07018    ,RAO-A (Unrestricted Use)
53983,CENTRAL PRESBYTERIAN CHURCH,46 PARK ST,0713,Montclair Twp,07042    ,LSRP Oversight
648533,CENTRAL VALLEY BROWNFIELDS DEVELOPMENT AREA,UNKNOWN,0717,Orange City Twp,07050    ,LSRP Oversight
27368,CENTRO VERDE 36 VALLEY ROAD BUILDING,36 VALLEY RD,0713,Montclair Twp,07042    ,Verified Unknown Source
478618,CENTRO VERDE @ MONTCLAIR,VALLEY RD & BLOOMFIELD AVE,0713,Montclair Twp,07042    ,RAO-Entire Site (Restricted Use)
753668,CFA - LOWER BROADWAY FSU,2 28 BROADWAY,0714,Newark City,07104    ,LSRP Oversight
606237,CFS 2907 NEWARK MCCLELLAN,176 192 MCCLELLAN ST,0714,Newark City,07114    ,LSRP Oversight
714224,CGJ CORP,907 917 FRELINGHUYSEN AVE,0714,Newark City,07114    ,RAO-ISRA Entire Site (Restricted Use)
63648,CHALLENGER ACQUISITION CORP,16 HERBERT ST,0714,Newark City,07199    ,LSRP Oversight
584907,CHAMPION LEARNING,19 MILL RD,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
